ocid,id,contracts/0/id,contracts/0/signatories/0/id,contracts/0/signatories/0/name
ocds-lcuori-11528,ocds-lcuori-11528/01-contract,11528,BzX17y-byP1K8-byP1K8,UNIDAD EJECUTORA DE PRONADERS
ocds-lcuori-11558,ocds-lcuori-11558/01-contract,11558,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11558,ocds-lcuori-11558/01-contract,11558,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-11543,ocds-lcuori-11543/01-contract,11543,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11543,ocds-lcuori-11543/01-contract,11543,wrLGQK-byP1K8-byP1K8,DIRECCION EJECUTIVA DE INGRESOS
ocds-lcuori-11537,ocds-lcuori-11537/01-contract,11537,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11537,ocds-lcuori-11537/01-contract,11537,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-11536,ocds-lcuori-11536/01-contract,11536,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11536,ocds-lcuori-11536/01-contract,11536,lzlBXK-NrAEr4-prbvrM,DIRECCION HOSPITAL JUAN MANUEL GALVEZ
ocds-lcuori-11535,ocds-lcuori-11535/01-contract,11535,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11535,ocds-lcuori-11535/01-contract,11535,PKJ7rO-byP1K8-wrLByx,CONSERVACION DE LAS AREAS PROTEGIDAS Y VIDA SILVESTRE
ocds-lcuori-11519,ocds-lcuori-11519/01-contract,11519,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11519,ocds-lcuori-11519/01-contract,11519,7zv12r-byP1K8-xK3gqK,COORDINACION DEPARTAMENTAL DE SANTA BARBARA
ocds-lcuori-11505,ocds-lcuori-11505/01-contract,11505,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11505,ocds-lcuori-11505/01-contract,11505,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-11490,ocds-lcuori-11490/01-contract,11490,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11490,ocds-lcuori-11490/01-contract,11490,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-11474,ocds-lcuori-11474/01-contract,11474,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11474,ocds-lcuori-11474/01-contract,11474,gywRvz-byP1K8-wr13yl,GERENCIA ADMINISTRATIVA
ocds-lcuori-11472,ocds-lcuori-11472/01-contract,11472,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11472,ocds-lcuori-11472/01-contract,11472,gywRvz-byP1K8-wr13yl,GERENCIA ADMINISTRATIVA
ocds-lcuori-11467,ocds-lcuori-11467/01-contract,11467,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11467,ocds-lcuori-11467/01-contract,11467,byPVdr-byP1K8-byP1K8,COMISION NACIONAL DE TELECOMUNICACIONES
ocds-lcuori-11444,ocds-lcuori-11444/01-contract,11444,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11444,ocds-lcuori-11444/01-contract,11444,BzXm8y-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-11419,ocds-lcuori-11419/01-contract,11419,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11419,ocds-lcuori-11419/01-contract,11419,byPB2r-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-11411,ocds-lcuori-11411/01-contract,11411,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11411,ocds-lcuori-11411/01-contract,11411,wrLGQK-byP1K8-byP1K8,DIRECCION EJECUTIVA DE INGRESOS
ocds-lcuori-11407,ocds-lcuori-11407/01-contract,11407,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11407,ocds-lcuori-11407/01-contract,11407,yYNRRK-byP1K8-byP1K8,Unidad Central
ocds-lcuori-11389,ocds-lcuori-11389/01-contract,11389,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11389,ocds-lcuori-11389/01-contract,11389,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-11388,ocds-lcuori-11388/01-contract,11388,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11388,ocds-lcuori-11388/01-contract,11388,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-11378,ocds-lcuori-11378/01-contract,11378,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11378,ocds-lcuori-11378/01-contract,11378,byPeXK-byP1K8-wr13yl,DECANATO DE CIENCIAS ESPACIALES
ocds-lcuori-11371,ocds-lcuori-11371/01-contract,11371,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11371,ocds-lcuori-11371/01-contract,11371,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-11361,ocds-lcuori-11361/01-contract,11361,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11361,ocds-lcuori-11361/01-contract,11361,lzlBXK-byP1K8-OzGwAz,GERENCIA ADMINISTRATIVA
ocds-lcuori-11351,ocds-lcuori-11351/01-contract,11351,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11351,ocds-lcuori-11351/01-contract,11351,byPeXK-byP1K8-byP1K8,JUNTA DE DIRECCION UNIVERSITARIA
ocds-lcuori-11348,ocds-lcuori-11348/01-contract,11348,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11348,ocds-lcuori-11348/01-contract,11348,byPeXK-byP1K8-byP1K8,JUNTA DE DIRECCION UNIVERSITARIA
ocds-lcuori-11343,ocds-lcuori-11343/01-contract,11343,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11343,ocds-lcuori-11343/01-contract,11343,PKJ7rO-byP1K8-wrLByx,CONSERVACION DE LAS AREAS PROTEGIDAS Y VIDA SILVESTRE
ocds-lcuori-11336,ocds-lcuori-11336/01-contract,11336,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11336,ocds-lcuori-11336/01-contract,11336,byPeXK-byP1K8-PrDEBz,CRAED
ocds-lcuori-11328,ocds-lcuori-11328/01-contract,11328,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11328,ocds-lcuori-11328/01-contract,11328,byPeXK-byP1K8-OK9l4y,MAESTRIA EN DERECHO PENAL Y PROCESAL PENAL
ocds-lcuori-11232,ocds-lcuori-11232/01-contract,11232,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11232,ocds-lcuori-11232/01-contract,11232,BzXm8y-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-11305,ocds-lcuori-11305/01-contract,11305,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11305,ocds-lcuori-11305/01-contract,11305,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-11297,ocds-lcuori-11297/01-contract,11297,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11297,ocds-lcuori-11297/01-contract,11297,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-11293,ocds-lcuori-11293/01-contract,11293,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11293,ocds-lcuori-11293/01-contract,11293,BzXm8y-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-11258,ocds-lcuori-11258/01-contract,11258,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11258,ocds-lcuori-11258/01-contract,11258,rL2bZy-byP1K8-byP1K8,Unidad Central
ocds-lcuori-11252,ocds-lcuori-11252/01-contract,11252,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11252,ocds-lcuori-11252/01-contract,11252,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-11245,ocds-lcuori-11245/01-contract,11245,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11245,ocds-lcuori-11245/01-contract,11245,lzlBXK-wrL0Br-NzBBWz,DIRECCION DEPARTAMENTAL DE YORO
ocds-lcuori-11237,ocds-lcuori-11237/01-contract,11237,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11237,ocds-lcuori-11237/01-contract,11237,byPeXK-byP1K8-qyVbya,DIRECCION POSTGRADOS
ocds-lcuori-11235,ocds-lcuori-11235/01-contract,11235,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11235,ocds-lcuori-11235/01-contract,11235,lzlBXK-wrL0Br-NzBBWz,DIRECCION DEPARTAMENTAL DE YORO
ocds-lcuori-11228,ocds-lcuori-11228/01-contract,11228,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11228,ocds-lcuori-11228/01-contract,11228,PKJ7rO-byP1K8-wrLByx,CONSERVACION DE LAS AREAS PROTEGIDAS Y VIDA SILVESTRE
ocds-lcuori-11224,ocds-lcuori-11224/01-contract,11224,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11224,ocds-lcuori-11224/01-contract,11224,yPvN6r-byP1K8-byP1K8,Coordinacion de Adquisicion y Contrataciones
ocds-lcuori-11223,ocds-lcuori-11223/01-contract,11223,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11223,ocds-lcuori-11223/01-contract,11223,BzXm8y-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-11220,ocds-lcuori-11220/01-contract,11220,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11220,ocds-lcuori-11220/01-contract,11220,nz04Yz-byP1K8-7zv2zR,TRANSPARENCIA Y MODERNIZACION DEL ESTADO
ocds-lcuori-11174,ocds-lcuori-11174/01-contract,11174,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11174,ocds-lcuori-11174/01-contract,11174,gywRvz-byP1K8-lzWOzp,DIRECCION GENERAL DE EMPLEO
ocds-lcuori-11168,ocds-lcuori-11168/01-contract,11168,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11168,ocds-lcuori-11168/01-contract,11168,7zvqGr-byP1K8-JyjxrP,UNIDAD DE APOYO TECNICO Y ADMINISTRATIVO
ocds-lcuori-11162,ocds-lcuori-11162/01-contract,11162,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11162,ocds-lcuori-11162/01-contract,11162,byPeXK-byP1K8-VyO4dK,COMISION DE CONTROL DE GESTION
ocds-lcuori-11720,ocds-lcuori-11720/01-contract,11720,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11720,ocds-lcuori-11720/01-contract,11720,7zv12r-byP1K8-xK3gqK,COORDINACION DEPARTAMENTAL DE SANTA BARBARA
ocds-lcuori-11705,ocds-lcuori-11705/01-contract,11705,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11705,ocds-lcuori-11705/01-contract,11705,byQwDr-byP1K8-lzWOzp,GERENCIA ADMINISTRATIVA
ocds-lcuori-11095,ocds-lcuori-11095/01-contract,11095,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11095,ocds-lcuori-11095/01-contract,11095,byPeXK-6Kdoye-nz0RKj,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-11126,ocds-lcuori-11126/01-contract,11126,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11126,ocds-lcuori-11126/01-contract,11126,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-11120,ocds-lcuori-11120/01-contract,11120,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11120,ocds-lcuori-11120/01-contract,11120,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-11111,ocds-lcuori-11111/01-contract,11111,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11111,ocds-lcuori-11111/01-contract,11111,byPeXK-byP1K8-RyYNKL,SECRETARIA DE ADMINISTRACION Y FINANZAS
ocds-lcuori-11107,ocds-lcuori-11107/01-contract,11107,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11107,ocds-lcuori-11107/01-contract,11107,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-11101,ocds-lcuori-11101/01-contract,11101,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11101,ocds-lcuori-11101/01-contract,11101,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-11070,ocds-lcuori-11070/01-contract,11070,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11070,ocds-lcuori-11070/01-contract,11070,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-11064,ocds-lcuori-11064/01-contract,11064,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11064,ocds-lcuori-11064/01-contract,11064,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-11061,ocds-lcuori-11061/01-contract,11061,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11061,ocds-lcuori-11061/01-contract,11061,mKebrp-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-11059,ocds-lcuori-11059/01-contract,11059,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11059,ocds-lcuori-11059/01-contract,11059,ero6KM-byP1K8-byP1K8,DIRECCION DE ADMINISTRACION
ocds-lcuori-11058,ocds-lcuori-11058/01-contract,11058,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11058,ocds-lcuori-11058/01-contract,11058,BzXm8y-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-11052,ocds-lcuori-11052/01-contract,11052,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11052,ocds-lcuori-11052/01-contract,11052,byPeXK-byP1K8-lzlXz1,DECANATO DE CIENCIAS SOCIALES
ocds-lcuori-11027,ocds-lcuori-11027/01-contract,11027,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11027,ocds-lcuori-11027/01-contract,11027,byP0Ey-byP1K8-7zv2zR,DIVISION DE ADMINISTRACION
ocds-lcuori-11006,ocds-lcuori-11006/01-contract,11006,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11006,ocds-lcuori-11006/01-contract,11006,byPeXK-byP1K8-qyVbya,DIRECCION POSTGRADOS
ocds-lcuori-11005,ocds-lcuori-11005/01-contract,11005,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-11005,ocds-lcuori-11005/01-contract,11005,gywRvz-byP1K8-lzWOzp,DIRECCION GENERAL DE EMPLEO
ocds-lcuori-10999,ocds-lcuori-10999/01-contract,10999,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-10999,ocds-lcuori-10999/01-contract,10999,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-10978,ocds-lcuori-10978/01-contract,10978,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-10978,ocds-lcuori-10978/01-contract,10978,nz0ARy-byP1K8-JyjxrP,.
ocds-lcuori-10966,ocds-lcuori-10966/01-contract,10966,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-10966,ocds-lcuori-10966/01-contract,10966,byPB2r-JyjxrP-mKebrp,UNIDAD EJECUTORA BANCO MUNDIAL
ocds-lcuori-10962,ocds-lcuori-10962/01-contract,10962,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-10962,ocds-lcuori-10962/01-contract,10962,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-10961,ocds-lcuori-10961/01-contract,10961,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-10961,ocds-lcuori-10961/01-contract,10961,7zv12r-byP1K8-xK3gqK,COORDINACION DEPARTAMENTAL DE SANTA BARBARA
ocds-lcuori-10960,ocds-lcuori-10960/01-contract,10960,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-10960,ocds-lcuori-10960/01-contract,10960,byPeXK-6Kdoye-nz0RKj,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-10957,ocds-lcuori-10957/01-contract,10957,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-10957,ocds-lcuori-10957/01-contract,10957,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-10955,ocds-lcuori-10955/01-contract,10955,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-10955,ocds-lcuori-10955/01-contract,10955,byPB2r-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-10953,ocds-lcuori-10953/01-contract,10953,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-10953,ocds-lcuori-10953/01-contract,10953,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-10938,ocds-lcuori-10938/01-contract,10938,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-10938,ocds-lcuori-10938/01-contract,10938,7zv12r-byP1K8-xK3gqK,COORDINACION DEPARTAMENTAL DE SANTA BARBARA
ocds-lcuori-10933,ocds-lcuori-10933/01-contract,10933,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-10933,ocds-lcuori-10933/01-contract,10933,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-10927,ocds-lcuori-10927/01-contract,10927,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-10927,ocds-lcuori-10927/01-contract,10927,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-10916,ocds-lcuori-10916/01-contract,10916,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-10916,ocds-lcuori-10916/01-contract,10916,wrL9Pz-byP1K8-6Kdoye,SUBGERENCIA ADMINISTRATIVA
ocds-lcuori-10915,ocds-lcuori-10915/01-contract,10915,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-10915,ocds-lcuori-10915/01-contract,10915,wrL9Pz-byP1K8-6Kdoye,SUBGERENCIA ADMINISTRATIVA
