ocid,id,awards/0/id,awards/0/suppliers/0/id,awards/0/suppliers/0/name
ocds-lcuori-orvovL-UNAH-SEAF-OC-4829-2016-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-4829-2016-1/3,orvovL-UNAH-SEAF-OC-4829-2016-1,HN-RTN-ceromadura,"JETSTEREO, S.A. DE C.V."
ocds-lcuori-XRbOkr-CS-CSJ-2016-0129-1,ocds-lcuori-XRbOkr-CS-CSJ-2016-0129-1/4,XRbOkr-CS-CSJ-2016-0129-1,HN-RTN-05019002062863,MILANO SRL DE CV * Compra Menor
ocds-lcuori-XRbOkr-CS-CSJ-2016-0613-1,ocds-lcuori-XRbOkr-CS-CSJ-2016-0613-1/3,XRbOkr-CS-CSJ-2016-0613-1,SrvPzDG,TURYSERVICIOS S.DE R.L
ocds-lcuori-orvovL-UNAH-SEAF-OC-4837-2016-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-4837-2016-1/3,orvovL-UNAH-SEAF-OC-4837-2016-1,HN-RTN-JE8L9ZH,INDUFESA 
ocds-lcuori-NrdVGA-CM-042-2016-1,ocds-lcuori-NrdVGA-CM-042-2016-1/3,NrdVGA-CM-042-2016-1,HN-RTN-08019001212333,LUBRICACION Y LAVADO DE AUTOMOVILES S DE R.L.
ocds-lcuori-XRbOkr-CS-CSJ-2016-0614-1,ocds-lcuori-XRbOkr-CS-CSJ-2016-0614-1/3,XRbOkr-CS-CSJ-2016-0614-1,SrvPzDG,TURYSERVICIOS S.DE R.L
ocds-lcuori-8L42ZR-13-21-2016-1,ocds-lcuori-8L42ZR-13-21-2016-1/3,8L42ZR-13-21-2016-1,HN-RTN-BEDU32I,"Quimicos Para la Salud, S. de R.L. de C.V. ""QUIMISA, S. DE R.L. DE C.V."""
ocds-lcuori-wrVJ9r-DICTA-048-2016-1,ocds-lcuori-wrVJ9r-DICTA-048-2016-1/3,wrVJ9r-DICTA-048-2016-1,HN-RTN-ZE2UÑUQ,Quality Inversiones S. de R.L.
ocds-lcuori-wrVJ9r-DICTA-048-2016-1,ocds-lcuori-wrVJ9r-DICTA-048-2016-1/3,wrVJ9r-DICTA-048-2016-1,SRNw1vr,IPSA
ocds-lcuori-MrMPYR-250-2016-1,ocds-lcuori-MrMPYR-250-2016-1/3,MrMPYR-250-2016-1,HN-RTN-08019010272388	,ALCANCE TRAVEL
ocds-lcuori-XRbOkr-CS-CSJ-2016-0134-1,ocds-lcuori-XRbOkr-CS-CSJ-2016-0134-1/3,XRbOkr-CS-CSJ-2016-0134-1,HN-RTN-08011974094809,"REPRESENTACIONES Y SOLUCIONES PARA OFICINA OFIX, S. DE R. L. "
ocds-lcuori-1RaElR-0013-2016-HSBI-1,ocds-lcuori-1RaElR-0013-2016-HSBI-1/3,1RaElR-0013-2016-HSBI-1,HN-RTN-08019001262611,DIMEX MEDICA S. DE R. L. DE C. V. 
ocds-lcuori-MrMPYR-251-2016-1,ocds-lcuori-MrMPYR-251-2016-1/3,MrMPYR-251-2016-1,SrvPzDG,TURYSERVICIOS S.DE R.L
ocds-lcuori-Zr5B9L-C-0079-2016-PE-0053-2016-1,ocds-lcuori-Zr5B9L-C-0079-2016-PE-0053-2016-1/3,Zr5B9L-C-0079-2016-PE-0053-2016-1,HN-RTN-08019002273626,"REPUESTOS Y ACCESORIOS S&M,SOCIEDAD DE RESPONZABILIDAD LIMITADA(REPACC,S. DE R.L.) "
ocds-lcuori-8L47Pr-COT. 012-2016-1,ocds-lcuori-8L47Pr-COT. 012-2016-1/3,8L47Pr-COT. 012-2016-1,HN-RTN-05019003081268,"Implementos de Laboratorio, Sociedad de Responsabilidad Limitada de Capital Variable ""IMLAB S. DE R.L. DE C.V."
ocds-lcuori-Zr5B9L-C-0058-2016-PE-0043-2016-1,ocds-lcuori-Zr5B9L-C-0058-2016-PE-0043-2016-1/3,Zr5B9L-C-0058-2016-PE-0043-2016-1,HN-RTN-08019995346308,LOTTO PROMOTORA DE TURISMO Y AGENCIA DE VIAJE S. DE R.L.
ocds-lcuori-XRbOkr-CS-CSJ-2015-1291.-1,ocds-lcuori-XRbOkr-CS-CSJ-2015-1291.-1/3,XRbOkr-CS-CSJ-2015-1291.-1,HN-RTN-08019003248703	,Publigraficas	
ocds-lcuori-0rw34r-AMPC-CBM-031-1,ocds-lcuori-0rw34r-AMPC-CBM-031-1/4,0rw34r-AMPC-CBM-031-1,HN-RTN-05061977018170,MUNDO PAPEL Y MUCHO MAS * Compra Menor
ocds-lcuori-Zr5B9L-C-0070-2016-PE-0051-2016-1,ocds-lcuori-Zr5B9L-C-0070-2016-PE-0051-2016-1/3,Zr5B9L-C-0070-2016-PE-0051-2016-1,HN-RTN-08019005462669,BUSINESS SUPPLY S. DE R.L.
ocds-lcuori-kR0Q0r-CM-ENAG-476-2016-1,ocds-lcuori-kR0Q0r-CM-ENAG-476-2016-1/3,kR0Q0r-CM-ENAG-476-2016-1,SDRW5Lg,"Compañía Importadora-Exportadora, S.DE R.L. (COIMEX, S.DE R.L.)."
ocds-lcuori-orvovL-UNAH-SEAF-OC-4314-2016-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-4314-2016-1/3,orvovL-UNAH-SEAF-OC-4314-2016-1,HN-RTN-JE8L9ZH,INDUFESA 
ocds-lcuori-kR0Q0r-CM-ENAG-478-2016-1,ocds-lcuori-kR0Q0r-CM-ENAG-478-2016-1/3,kR0Q0r-CM-ENAG-478-2016-1,HN-RTN-8019002268298,EYL COMERCIAL SA
ocds-lcuori-gRNwvr-043-1,ocds-lcuori-gRNwvr-043-1/3,gRNwvr-043-1,HN-RTN-08019001212745,INDUSTRIA MILITAR DE LAS FUERZAS ARMADAS
ocds-lcuori-kR0Q0r-CM-ENAG-479-2016-1,ocds-lcuori-kR0Q0r-CM-ENAG-479-2016-1/3,kR0Q0r-CM-ENAG-479-2016-1,SDRW5Lg,"Compañía Importadora-Exportadora, S.DE R.L. (COIMEX, S.DE R.L.)."
ocds-lcuori-2LmXXr-CM-012-2016-IHCIETI-1,ocds-lcuori-2LmXXr-CM-012-2016-IHCIETI-1/3,2LmXXr-CM-012-2016-IHCIETI-1,HN-RTN-080190081224348,"Servicios Integrados de Honduras, S. A. de C. V. / Servintegra, S. A. de C. V."
ocds-lcuori-PLeQ0L-CM-MEP-261-16-1,ocds-lcuori-PLeQ0L-CM-MEP-261-16-1/4,PLeQ0L-CM-MEP-261-16-1,HN-RTN-18041967007970,CARLOS ANTONIO VILLATORO VILLALOBOS * Compra Menor
ocds-lcuori-Zr5B9L-C-009-2016-PE-0063-2016-1,ocds-lcuori-Zr5B9L-C-009-2016-PE-0063-2016-1/3,Zr5B9L-C-009-2016-PE-0063-2016-1,HN-RTN-08019002273626,"REPUESTOS Y ACCESORIOS S&M,SOCIEDAD DE RESPONZABILIDAD LIMITADA(REPACC,S. DE R.L.) "
ocds-lcuori-JLKbbr-STSS-080-2016-1,ocds-lcuori-JLKbbr-STSS-080-2016-1/3,JLKbbr-STSS-080-2016-1,HND-IDCARD-0107196700839,Delfina Lopez Flores
ocds-lcuori-8L42ZR-13-32-2016-1,ocds-lcuori-8L42ZR-13-32-2016-1/3,8L42ZR-13-32-2016-1,HN-RTN-13011972003539,INVERSIONES LEMPIRA
ocds-lcuori-mGEMGM-DCS-037-2016-UR-1,ocds-lcuori-mGEMGM-DCS-037-2016-UR-1/3,mGEMGM-DCS-037-2016-UR-1,HN-RTN-08019002208451,"CONSULTORES AGROPECUARIOS DE ORIENTE, S. DE R. L."
ocds-lcuori-mGEMGM-DCS-038-2016-1,ocds-lcuori-mGEMGM-DCS-038-2016-1/4,mGEMGM-DCS-038-2016-1,HN-RTN-08019002260913,ANTICO S D R L * Compra Menor
ocds-lcuori-Zr5B9L-C-0103-2016-PE-0066-2016-1,ocds-lcuori-Zr5B9L-C-0103-2016-PE-0066-2016-1/3,Zr5B9L-C-0103-2016-PE-0066-2016-1,HN-RTN-08019002274815,"QUIMICOS PARA LA SALUD , S. DE R. L. DE C. V. ""QUIMISA"""
ocds-lcuori-8L47Pr-COT. 015-2016-1,ocds-lcuori-8L47Pr-COT. 015-2016-1/3,8L47Pr-COT. 015-2016-1,HN-RTN-05019015711487,"QUALITY , SISTEMAS Y REACTIVOS SOCIEDAD DE RESPONSAILIDAD LIMITADA "
ocds-lcuori-8L47Pr-COT. 015-2016-1,ocds-lcuori-8L47Pr-COT. 015-2016-1/3,8L47Pr-COT. 015-2016-1,HN-RTN-08019995359180,"Centro de Inmunodiagnostico Especializado, S. de R.L. ""LABORATORIO CIDE, S. DE R.L."""
ocds-lcuori-kG1ger-CM-450-ENP-2016-1,ocds-lcuori-kG1ger-CM-450-ENP-2016-1/3,kG1ger-CM-450-ENP-2016-1,HN-RTN-05019995093381,MAQUINAS Y EQUIPOS DE OFICINA  S.
ocds-lcuori-MLQmwL-CM-050-2016-1,ocds-lcuori-MLQmwL-CM-050-2016-1/3,MLQmwL-CM-050-2016-1,HN-RTN-08019011428506,"AGENCIA DE VIAJES AGUILA TOURS, S. DE R. L. DE C. V."
ocds-lcuori-PR8dYR-229-2015-1,ocds-lcuori-PR8dYR-229-2015-1/3,PR8dYR-229-2015-1,HN-RTN-TEEOVBK,Accesorios para computadoras y oficina S.A. (ACOSA)
ocds-lcuori-Zr56vL-M-000149-2016-1,ocds-lcuori-Zr56vL-M-000149-2016-1/3,Zr56vL-M-000149-2016-1,HN-RTN-05019003075741,Imferra S.A. de C.V.
ocds-lcuori-XRbOkr-CS_CSJ-2015-1304-1,ocds-lcuori-XRbOkr-CS_CSJ-2015-1304-1/3,XRbOkr-CS_CSJ-2015-1304-1,S7G3j5L,LLanticentro Ferco
ocds-lcuori-MLQmwL-CM-284-2016-1,ocds-lcuori-MLQmwL-CM-284-2016-1/3,MLQmwL-CM-284-2016-1,HN-RTN-ME3UHU8,Representaciones y Distribuciones Multiples (REDIMU S DE R. L)
ocds-lcuori-2LmDVr-CM-001-DDELP-2016-1,ocds-lcuori-2LmDVr-CM-001-DDELP-2016-1/3,2LmDVr-CM-001-DDELP-2016-1,HN-RTN-12011934000786,ELSA MEJIA SUAZO - DIPPSA SANTA ISABEL
ocds-lcuori-mrY67L-1309-2016RSGD-1,ocds-lcuori-mrY67L-1309-2016RSGD-1/3,mrY67L-1309-2016RSGD-1,HN-RTN-09011980003307,"""FERRETERIA GRACIAS A DIOS"" MAVIS ARELY LOPEZ JAMES"
ocds-lcuori-jRDA5r-Solicitud 1872 -1,ocds-lcuori-jRDA5r-Solicitud 1872 -1/3,jRDA5r-Solicitud 1872 -1,HN-RTN-08019002282606,INDUFESA
ocds-lcuori-0rwYG8-SOLPED-20001584-1,ocds-lcuori-0rwYG8-SOLPED-20001584-1/4,0rwYG8-SOLPED-20001584-1,HN-RTN-08011963063319,Mr. Wash * Compra Menor
ocds-lcuori-XRbOkr-CS-CSJ-2016-0623-1,ocds-lcuori-XRbOkr-CS-CSJ-2016-0623-1/3,XRbOkr-CS-CSJ-2016-0623-1,HN-RTN-08019012488025,INVERSIONES MEGA BUSSINES
ocds-lcuori-MrMPYR-149-2016-1,ocds-lcuori-MrMPYR-149-2016-1/3,MrMPYR-149-2016-1,HN-RTN-080119995343495,"Agencia de Viajes Esther S. A, de C. V"
ocds-lcuori-2Lmn7G-CM-02-LIBRERIA UPNFM-2016-1,ocds-lcuori-2Lmn7G-CM-02-LIBRERIA UPNFM-2016-1/3,2Lmn7G-CM-02-LIBRERIA UPNFM-2016-1,HN-RTN-08019002278673,"Tecniforms, S. de R. L."
ocds-lcuori-2LAzdG-ADQ-410-2016-1,ocds-lcuori-2LAzdG-ADQ-410-2016-1/3,2LAzdG-ADQ-410-2016-1,HN-RTN-08019013578169,"DISTRIBUIDORA UNIVERSAL,S.DE R.L."
ocds-lcuori-2LAzdG-ADQ-409-2016-1,ocds-lcuori-2LAzdG-ADQ-409-2016-1/3,2LAzdG-ADQ-409-2016-1,HN-RTN-08011986138652,DISTRIBUCIONES VALENCIA  WILMAN DANILO MORALES  ZELAYA
ocds-lcuori-7G3MNr-422016-1,ocds-lcuori-7G3MNr-422016-1/3,7G3MNr-422016-1,HN-RTN-08019001262611,"DIMEX MEDICA, S. DE R. L. DE C. V"
ocds-lcuori-NLPAVG-2016-024-FN-INAM-1,ocds-lcuori-NLPAVG-2016-024-FN-INAM-1/3,NLPAVG-2016-024-FN-INAM-1,HN-RTN-08019004002892,TULIPANES ALIMENTOS Y BEBIDAS S. DE R.L.
ocds-lcuori-JL7pEG-085-2016-SAG-1,ocds-lcuori-JL7pEG-085-2016-SAG-1/3,JL7pEG-085-2016-SAG-1,HN-RTN-08231956000418,"Carlos Alberto Lopez Echeverria Titular de la Empresa Mercantil ""IMAREF"""
ocds-lcuori-WRzw3r-CM-138-2016-1,ocds-lcuori-WRzw3r-CM-138-2016-1/3,WRzw3r-CM-138-2016-1,HN-RTN-OEJ4O14,BUFFET COPELAND S. DE R.L. 
ocds-lcuori-PR8dYR-041-2016-1,ocds-lcuori-PR8dYR-041-2016-1/3,PR8dYR-041-2016-1,SEr6JrN,"Centro de Automatización de Oficina, S.A. De C.V. (CENTROMATIC S.A. DE C.V.)"
ocds-lcuori-1RaElR-0100-2016-HSBI-1,ocds-lcuori-1RaElR-0100-2016-HSBI-1/3,1RaElR-0100-2016-HSBI-1,HN-RTN-16019995436090,DISTRIBUIDORA MODELO S DE R.L. DE C.V.
ocds-lcuori-NLPAVG-2016-026-FN-INAM-1,ocds-lcuori-NLPAVG-2016-026-FN-INAM-1/3,NLPAVG-2016-026-FN-INAM-1,HN-RTN-08019004002892,TULIPANES ALIMENTOS Y BEBIDAS S. DE R.L.
ocds-lcuori-jRDA5r-Solicitud 1823 -1,ocds-lcuori-jRDA5r-Solicitud 1823 -1/4,jRDA5r-Solicitud 1823 -1,HN-RTN-08011982103546,JOSE LUIS AMADOR MATAMOROS * Compra Menor
ocds-lcuori-PR8dYR-043-016-1,ocds-lcuori-PR8dYR-043-016-1/3,PR8dYR-043-016-1,HN-RTN-08011986138652,Distribuciones Valencia
ocds-lcuori-1RaElR-0020-2016-HSBI-1,ocds-lcuori-1RaElR-0020-2016-HSBI-1/3,1RaElR-0020-2016-HSBI-1,HN-RTN-16161955001488,TECNOMEDIC
ocds-lcuori-2LmXXr-CM-015-2016-IHCIETI-1,ocds-lcuori-2LmXXr-CM-015-2016-IHCIETI-1/3,2LmXXr-CM-015-2016-IHCIETI-1,HN-RTN-JE8L9ZH,INDUFESA 
ocds-lcuori-DL9kwR-CC-6436-TSC-2016-1,ocds-lcuori-DL9kwR-CC-6436-TSC-2016-1/3,DL9kwR-CC-6436-TSC-2016-1,HN-RTN-05019002058603	,Quimicas Mac del de Honduras
ocds-lcuori-1RaElR-0026-2016-hsbi-1,ocds-lcuori-1RaElR-0026-2016-hsbi-1/3,1RaElR-0026-2016-hsbi-1,HN-RTN-08019013553050,INVERSIONES Y EQUIPOS S DE R. L. DE C. V.
ocds-lcuori-7GX4eG-028/2016-1,ocds-lcuori-7GX4eG-028/2016-1/3,7GX4eG-028/2016-1,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R.L. -DISPROA
ocds-lcuori-DL9kwR-CC-6439-TSC-2016-1,ocds-lcuori-DL9kwR-CC-6439-TSC-2016-1/3,DL9kwR-CC-6439-TSC-2016-1,HN-RTN-08019009224720,"TONER STORE, S. DE R. L."
ocds-lcuori-DL9kwR-CC-6443-TSC-2016-1,ocds-lcuori-DL9kwR-CC-6443-TSC-2016-1/4,DL9kwR-CC-6443-TSC-2016-1,HN-RTN-08019002276446,"Termo Aire, S. de R. L. * Compra Menor"
ocds-lcuori-8L47ar-CC-HSMO-002-2016-1,ocds-lcuori-8L47ar-CC-HSMO-002-2016-1/3,8L47ar-CC-HSMO-002-2016-1,HN-RTN-08011976024023,DISTRIBUIDORA DE PRODUCTOS MÉDICOS QUIRÚRGICOS DIPROMEQ
ocds-lcuori-8L47ar-CC-HSMO-002-2016-1,ocds-lcuori-8L47ar-CC-HSMO-002-2016-1/3,8L47ar-CC-HSMO-002-2016-1,HN-RTN-08019008185616,"Suplidora Medica, S. de R. L. (SUPLIMEDIC)"
ocds-lcuori-8L47ar-CC-HSMO-002-2016-1,ocds-lcuori-8L47ar-CC-HSMO-002-2016-1/3,8L47ar-CC-HSMO-002-2016-1,HN-RTN-08019009223586,CIPROFARMA SOCIEDAD  DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE
ocds-lcuori-8L47ar-CC-HSMO-002-2016-1,ocds-lcuori-8L47ar-CC-HSMO-002-2016-1/3,8L47ar-CC-HSMO-002-2016-1,HN-RTN-08019010284133,"Insumos Hospitalarios, S. de R. L. / INHOSPIT"
ocds-lcuori-8L47ar-CC-HSMO-002-2016-1,ocds-lcuori-8L47ar-CC-HSMO-002-2016-1/3,8L47ar-CC-HSMO-002-2016-1,HN-RTN-08019011346656,MEDICAMENTOS Y EQUIPOS S. DE R. L. DE C. V.
ocds-lcuori-8L47ar-CC-HSMO-004-2016-1,ocds-lcuori-8L47ar-CC-HSMO-004-2016-1/3,8L47ar-CC-HSMO-004-2016-1,HN-RTN-08019008185616,"Suplidora Medica, S. de R. L. (SUPLIMEDIC)"
ocds-lcuori-8L47ar-CC-HSMO-004-2016-1,ocds-lcuori-8L47ar-CC-HSMO-004-2016-1/3,8L47ar-CC-HSMO-004-2016-1,HN-RTN-08019009223586,CIPROFARMA SOCIEDAD  DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE
ocds-lcuori-8L47ar-CC-HSMO-004-2016-1,ocds-lcuori-8L47ar-CC-HSMO-004-2016-1/3,8L47ar-CC-HSMO-004-2016-1,HN-RTN-08019995315061,"COMERCIAL DIP S. DE R.L. (DISEÑO, IMPRESION Y PAPELERIA)"
ocds-lcuori-8L47ar-CC-HSMO-004-2016-1,ocds-lcuori-8L47ar-CC-HSMO-004-2016-1/3,8L47ar-CC-HSMO-004-2016-1,HN-RTN-0809007091140,SERVIMEDICA S. DE R. L. DE C. V. 
ocds-lcuori-mGE7er-CM-002-UNICEF-DINAF-2016-1,ocds-lcuori-mGE7er-CM-002-UNICEF-DINAF-2016-1/3,mGE7er-CM-002-UNICEF-DINAF-2016-1,HN-RTN-05019012487547,"Geova como en casa,S. A. de C. V"
ocds-lcuori-KLgDwG-CM-IHT-091-2016-1,ocds-lcuori-KLgDwG-CM-IHT-091-2016-1/4,KLgDwG-CM-IHT-091-2016-1,HN-RTN-08019006039443,"Arrendamientos Tecnicos, S.A. de C.V. ""ATEXA"""
ocds-lcuori-KLgDwG-CM-IHT-091-2016-1,ocds-lcuori-KLgDwG-CM-IHT-091-2016-1/4,KLgDwG-CM-IHT-091-2016-1,HN-RTN-08019016812668,"GRUPO MEDIOS Y PUBLICIDAD HONDURAS SA DE CV , * Compra Menor"
ocds-lcuori-KLgDwG-CM-IHT-091-2016-1,ocds-lcuori-KLgDwG-CM-IHT-091-2016-1/4,KLgDwG-CM-IHT-091-2016-1,HN-RTN-ZE5FÑM8,EMPRESA NACIONAL DE ARTES GRAFICAS “ENAG”
ocds-lcuori-KLgDwG-CM-IHT-091-2016-1,ocds-lcuori-KLgDwG-CM-IHT-091-2016-1/4,KLgDwG-CM-IHT-091-2016-1,SL7p4PG,EMPRESA NACIONAL DE ARTES GRAFICAS (ENAG)
ocds-lcuori-Zr5B9L-C-0729-2016-PE-0620-2016-1,ocds-lcuori-Zr5B9L-C-0729-2016-PE-0620-2016-1/3,Zr5B9L-C-0729-2016-PE-0620-2016-1,HN-RTN-08019003256777,"Expreco, S. de R.L."
ocds-lcuori-orvovL-UNAH-SEAF-OC-4330-2016-1,ocds-lcuori-orvovL-UNAH-SEAF-OC-4330-2016-1/3,orvovL-UNAH-SEAF-OC-4330-2016-1,HN-RTN-XE46XUN,CASH BUSINESS
ocds-lcuori-Zr57xG-CM-003-IMFFAA-2016-1,ocds-lcuori-Zr57xG-CM-003-IMFFAA-2016-1/4,Zr57xG-CM-003-IMFFAA-2016-1,HN-RTN-05019995109143,INTERCOSMO S.A. DE C.V. * Compra Menor
ocds-lcuori-Zr57xG-CM-004-IMFFAA-2016-1,ocds-lcuori-Zr57xG-CM-004-IMFFAA-2016-1/4,Zr57xG-CM-004-IMFFAA-2016-1,HN-RTN-05019995109143,INTERCOSMO S.A. DE C.V. * Compra Menor
ocds-lcuori-7G3oBG-CM-033-2016-1,ocds-lcuori-7G3oBG-CM-033-2016-1/3,7G3oBG-CM-033-2016-1,SLnPkVR,(PRODYLAB)
ocds-lcuori-0rw34r-AMPC-CBM-033-1,ocds-lcuori-0rw34r-AMPC-CBM-033-1/4,0rw34r-AMPC-CBM-033-1,HN-RTN-05019999182522,AUTO SERVICIO EL PORVENIR SRL DE CV * Compra Menor
ocds-lcuori-0rw34r-AMPC-CBM-033-1,ocds-lcuori-0rw34r-AMPC-CBM-033-1/4,0rw34r-AMPC-CBM-033-1,HN-RTN-15021946000696,Llantas y Lubricantes Universal * Compra Menor
